,frame_id,angle,public,torque,speed,File,angle_range,labels
309,1.48e+18,0.001591523,0,,,1479425456635797438.jpg,"(-0.0105, 0.00366]",4
2604,1.48e+18,-0.074068226,1,,,1479425571405372984.jpg,"(-0.0977, -0.0419]",2
2694,1.48e+18,-0.029341403,1,,,1479425575906107961.jpg,"(-0.0419, -0.0105]",3
3135,1.48e+18,-0.219544344,0,,,1479425597960037340.jpg,"(-0.248, -0.0977]",1
2438,1.48e+18,-0.010471975,1,,,1479425563103913357.jpg,"(-0.0419, -0.0105]",3
5578,1.48e+18,-0.1134464,1,,,1479425720131269683.jpg,"(-0.248, -0.0977]",1
3184,1.48e+18,-0.281986,1,,,1479425600410392447.jpg,"(-0.879, -0.248]",0
4935,1.48e+18,-0.006981317,0,,,1479425687975742355.jpg,"(-0.0105, 0.00366]",4
4147,1.48e+18,-0.034730088,1,,,1479425648568843313.jpg,"(-0.0419, -0.0105]",3
1504,1.48e+18,0.005235988,1,,,1479425516395667869.jpg,"(0.00366, 0.0197]",5
3068,1.48e+18,0.319395244,1,,,1479425594609450581.jpg,"(0.24, 0.95]",9
3655,1.48e+18,0.144862324,1,,,1479425623964508408.jpg,"(0.104, 0.24]",8
3686,1.48e+18,0.12153229,1,,,1479425625514752458.jpg,"(0.104, 0.24]",8
4457,1.48e+18,0.008726646,0,,,1479425664071526491.jpg,"(0.00366, 0.0197]",5
672,1.48e+18,0.007425627,0,,,1479425474788520389.jpg,"(0.00366, 0.0197]",5
1939,1.48e+18,-0.307969272,0,,,1479425538149537289.jpg,"(-0.879, -0.248]",0
3937,1.48e+18,-0.047313217,0,,,1479425638066980178.jpg,"(-0.0977, -0.0419]",2
1493,1.48e+18,-0.003490658,0,,,1479425515845622566.jpg,"(-0.0105, 0.00366]",4
492,1.48e+18,-0.006981317,1,,,1479425465786885844.jpg,"(-0.0105, 0.00366]",4
4955,1.48e+18,-0.010471975,1,,,1479425688975870151.jpg,"(-0.0419, -0.0105]",3
5347,1.48e+18,0.028688898,1,,,1479425708579359824.jpg,"(0.0197, 0.0492]",6
4945,1.48e+18,-0.010471975,0,,,1479425688475848829.jpg,"(-0.0419, -0.0105]",3
2992,1.48e+18,0.073459753,1,,,1479425590808766184.jpg,"(0.0492, 0.104]",7
1579,1.48e+18,0.001745329,0,,,1479425520146410769.jpg,"(-0.0105, 0.00366]",4
3991,1.48e+18,0.011012563,0,,,1479425640767464877.jpg,"(0.00366, 0.0197]",5
2037,1.48e+18,0.395060689,0,,,1479425543050363591.jpg,"(0.24, 0.95]",9
2990,1.48e+18,0.094310883,1,,,1479425590708807262.jpg,"(0.0492, 0.104]",7
3375,1.48e+18,-0.083812854,1,,,1479425609962120790.jpg,"(-0.0977, -0.0419]",2
4122,1.48e+18,-0.000524386,0,,,1479425647318718500.jpg,"(-0.0105, 0.00366]",4
998,1.48e+18,0.052318835,1,,,1479425491091311515.jpg,"(0.0492, 0.104]",7
993,1.48e+18,0.095960316,0,,,1479425490841262567.jpg,"(0.0492, 0.104]",7
4006,1.48e+18,-0.068537742,0,,,1479425641517641098.jpg,"(-0.0977, -0.0419]",2
4560,1.48e+18,0.02617994,1,,,1479425669222362405.jpg,"(0.0197, 0.0492]",6
2296,1.48e+18,0.052359879,1,,,1479425556002698349.jpg,"(0.0492, 0.104]",7
2388,1.48e+18,0.024434609,0,,,1479425560603310664.jpg,"(0.0197, 0.0492]",6
1317,1.48e+18,-0.120089251,0,,,1479425507044125949.jpg,"(-0.248, -0.0977]",1
549,1.48e+18,0.339826125,1,,,1479425468637426950.jpg,"(0.24, 0.95]",9
2053,1.48e+18,0.120266829,0,,,1479425543850602521.jpg,"(0.104, 0.24]",8
2632,1.48e+18,-0.20071286,1,,,1479425572805585615.jpg,"(-0.248, -0.0977]",1
2809,1.48e+18,0.152146927,0,,,1479425581657129898.jpg,"(0.104, 0.24]",8
4158,1.48e+18,-0.063046276,1,,,1479425649118992237.jpg,"(-0.0977, -0.0419]",2
4439,1.48e+18,-0.080313894,1,,,1479425663171394506.jpg,"(-0.0977, -0.0419]",2
3171,1.48e+18,-0.306067172,1,,,1479425599760237132.jpg,"(-0.879, -0.248]",0
5537,1.48e+18,-0.144862324,0,,,1479425718080984850.jpg,"(-0.248, -0.0977]",1
5305,1.48e+18,0.013962634,0,,,1479425706478927558.jpg,"(0.00366, 0.0197]",5
3738,1.48e+18,0.010725345,1,,,1479425628115226800.jpg,"(0.00366, 0.0197]",5
1828,1.48e+18,-0.368264467,1,,,1479425532598578462.jpg,"(-0.879, -0.248]",0
4737,1.48e+18,0.068294902,1,,,1479425678074003023.jpg,"(0.0492, 0.104]",7
3727,1.48e+18,0.07679449,1,,,1479425627565131943.jpg,"(0.0492, 0.104]",7
3615,1.48e+18,0.287979335,0,,,1479425621964149608.jpg,"(0.24, 0.95]",9
3343,1.48e+18,0.176332912,1,,,1479425608361761947.jpg,"(0.104, 0.24]",8
3820,1.48e+18,0.091930709,1,,,1479425632215938708.jpg,"(0.0492, 0.104]",7
5274,1.48e+18,-0.001745329,1,,,1479425704928677223.jpg,"(-0.0105, 0.00366]",4
2922,1.48e+18,0.019198623,0,,,1479425587308226829.jpg,"(0.00366, 0.0197]",5
497,1.48e+18,0.011879894,1,,,1479425466036861894.jpg,"(0.00366, 0.0197]",5
3492,1.48e+18,0.300059449,0,,,1479425615813141409.jpg,"(0.24, 0.95]",9
1310,1.48e+18,-0.097162626,1,,,1479425506694020044.jpg,"(-0.0977, -0.0419]",2
5069,1.48e+18,-0.010471975,0,,,1479425694676941893.jpg,"(-0.0419, -0.0105]",3
4426,1.48e+18,-0.131701123,0,,,1479425662521178933.jpg,"(-0.248, -0.0977]",1
4980,1.48e+18,-0.04363323,1,,,1479425690226139038.jpg,"(-0.0977, -0.0419]",2
5560,1.48e+18,-0.113444903,1,,,1479425719231187419.jpg,"(-0.248, -0.0977]",1
2763,1.48e+18,0.251327425,1,,,1479425579356684425.jpg,"(0.24, 0.95]",9
2537,1.48e+18,-0.008394209,0,,,1479425568054761899.jpg,"(-0.0105, 0.00366]",4
5160,1.48e+18,-0.027925268,1,,,1479425699227620720.jpg,"(-0.0419, -0.0105]",3
1052,1.48e+18,-0.020808623,1,,,1479425493791795223.jpg,"(-0.0419, -0.0105]",3
4764,1.48e+18,0.004769975,1,,,1479425679424254141.jpg,"(0.00366, 0.0197]",5
83,1.48e+18,-0.093330322,0,,,1479425445333367499.jpg,"(-0.0977, -0.0419]",2
5352,1.48e+18,0.019198623,1,,,1479425708829857789.jpg,"(0.00366, 0.0197]",5
4014,1.48e+18,-0.094599169,0,,,1479425641917640956.jpg,"(-0.0977, -0.0419]",2
4456,1.48e+18,0.005981798,0,,,1479425664021467228.jpg,"(0.00366, 0.0197]",5
2042,1.48e+18,0.293721557,0,,,1479425543300580980.jpg,"(0.24, 0.95]",9
3191,1.48e+18,-0.322657629,1,,,1479425600760481668.jpg,"(-0.879, -0.248]",0
941,1.48e+18,0.465814162,1,,,1479425488240739595.jpg,"(0.24, 0.95]",9
4612,1.48e+18,0.017453292,0,,,1479425671822871579.jpg,"(0.00366, 0.0197]",5
4769,1.48e+18,0.005235988,0,,,1479425679674261864.jpg,"(0.00366, 0.0197]",5
3018,1.48e+18,0.06981317,0,,,1479425592109059723.jpg,"(0.0492, 0.104]",7
5162,1.48e+18,-0.027925268,0,,,1479425699327641260.jpg,"(-0.0419, -0.0105]",3
3976,1.48e+18,0.002180015,1,,,1479425640017388712.jpg,"(-0.0105, 0.00366]",4
2378,1.48e+18,0.020943951,1,,,1479425560103433271.jpg,"(0.0197, 0.0492]",6
1037,1.48e+18,0.005235988,1,,,1479425493041635425.jpg,"(0.00366, 0.0197]",5
4574,1.48e+18,0.020943951,0,,,1479425669922561678.jpg,"(0.0197, 0.0492]",6
190,1.48e+18,0.011228651,1,,,1479425450684227110.jpg,"(0.00366, 0.0197]",5
1201,1.48e+18,0.079025215,0,,,1479425501243019895.jpg,"(0.0492, 0.104]",7
4933,1.48e+18,-0.006981317,0,,,1479425687875739298.jpg,"(-0.0105, 0.00366]",4
1785,1.48e+18,-0.073368576,1,,,1479425530448227583.jpg,"(-0.0977, -0.0419]",2
608,1.48e+18,0.130926582,0,,,1479425471587865675.jpg,"(0.104, 0.24]",8
3014,1.48e+18,0.071558498,0,,,1479425591909002259.jpg,"(0.0492, 0.104]",7
1365,1.48e+18,-0.278599712,0,,,1479425509444582032.jpg,"(-0.879, -0.248]",0
2153,1.48e+18,0.0,0,,,1479425548851441051.jpg,"(-0.0105, 0.00366]",4
4998,1.48e+18,0.001745329,1,,,1479425691126230254.jpg,"(-0.0105, 0.00366]",4
2699,1.48e+18,0.000255395,0,,,1479425576156091151.jpg,"(-0.0105, 0.00366]",4
4359,1.48e+18,-0.38048178,0,,,1479425659170633646.jpg,"(-0.879, -0.248]",0
3951,1.48e+18,-0.000556668,1,,,1479425638767088607.jpg,"(-0.0105, 0.00366]",4
1964,1.48e+18,-0.254818082,0,,,1479425539399729648.jpg,"(-0.879, -0.248]",0
4339,1.48e+18,-0.171570736,1,,,1479425658170505161.jpg,"(-0.248, -0.0977]",1
2688,1.48e+18,-0.045378562,0,,,1479425575606093773.jpg,"(-0.0977, -0.0419]",2
802,1.48e+18,0.005668433,0,,,1479425481289593844.jpg,"(0.00366, 0.0197]",5
1787,1.48e+18,-0.075049154,0,,,1479425530548217890.jpg,"(-0.0977, -0.0419]",2
2531,1.48e+18,0.007023903,0,,,1479425567755370557.jpg,"(0.00366, 0.0197]",5
5046,1.48e+18,-0.010471975,0,,,1479425693526661952.jpg,"(-0.0419, -0.0105]",3
1441,1.48e+18,0.047718436,1,,,1479425513245358337.jpg,"(0.0197, 0.0492]",6
657,1.48e+18,0.005235988,1,,,1479425474038441715.jpg,"(0.00366, 0.0197]",5
326,1.48e+18,0.013869031,0,,,1479425457485440946.jpg,"(0.00366, 0.0197]",5
1638,1.48e+18,-0.018907775,1,,,1479425523096818651.jpg,"(-0.0419, -0.0105]",3
179,1.48e+18,0.017453292,1,,,1479425450134193600.jpg,"(0.00366, 0.0197]",5
238,1.48e+18,0.018523682,1,,,1479425453084683167.jpg,"(0.00366, 0.0197]",5
5472,1.48e+18,-0.126382754,1,,,1479425714830386617.jpg,"(-0.248, -0.0977]",1
2576,1.48e+18,0.006981317,0,,,1479425570005121644.jpg,"(0.00366, 0.0197]",5
4758,1.48e+18,0.005235988,0,,,1479425679124209556.jpg,"(0.00366, 0.0197]",5
2652,1.48e+18,-0.389208436,0,,,1479425573805824220.jpg,"(-0.879, -0.248]",0
391,1.48e+18,0.24085544,1,,,1479425460735978366.jpg,"(0.24, 0.95]",9
4852,1.48e+18,-0.106465086,0,,,1479425683824999184.jpg,"(-0.248, -0.0977]",1
4948,1.48e+18,-0.010471975,1,,,1479425688625908181.jpg,"(-0.0419, -0.0105]",3
4223,1.48e+18,0.733165368,0,,,1479425652369545463.jpg,"(0.24, 0.95]",9
985,1.48e+18,0.147936061,1,,,1479425490441194090.jpg,"(0.104, 0.24]",8
5434,1.48e+18,-0.062831856,1,,,1479425712930186050.jpg,"(-0.0977, -0.0419]",2
966,1.48e+18,0.367357345,1,,,1479425489491002064.jpg,"(0.24, 0.95]",9
1343,1.48e+18,-0.182754631,1,,,1479425508344412031.jpg,"(-0.248, -0.0977]",1
2934,1.48e+18,0.075049154,1,,,1479425587908237723.jpg,"(0.0492, 0.104]",7
323,1.48e+18,0.015707964,1,,,1479425457335680191.jpg,"(0.00366, 0.0197]",5
3290,1.48e+18,0.582106164,1,,,1479425605711402821.jpg,"(0.24, 0.95]",9
4672,1.48e+18,-0.002014135,0,,,1479425674823430039.jpg,"(-0.0105, 0.00366]",4
1742,1.48e+18,0.165277325,1,,,1479425528297799371.jpg,"(0.104, 0.24]",8
3997,1.48e+18,-0.009872359,1,,,1479425641067510527.jpg,"(-0.0105, 0.00366]",4
2713,1.48e+18,0.11875745,1,,,1479425576856250200.jpg,"(0.104, 0.24]",8
2926,1.48e+18,0.067492545,0,,,1479425587508283210.jpg,"(0.0492, 0.104]",7
3975,1.48e+18,0.001745329,1,,,1479425639967414679.jpg,"(-0.0105, 0.00366]",4
35,1.48e+18,-0.032550198,1,,,1479425442932809867.jpg,"(-0.0419, -0.0105]",3
1562,1.48e+18,-0.029891598,1,,,1479425519296181009.jpg,"(-0.0419, -0.0105]",3
3931,1.48e+18,-0.066463224,1,,,1479425637766985484.jpg,"(-0.0977, -0.0419]",2
3710,1.48e+18,0.083775803,1,,,1479425626714999526.jpg,"(0.0492, 0.104]",7
5370,1.48e+18,0.012217305,0,,,1479425709729506310.jpg,"(0.00366, 0.0197]",5
4270,1.48e+18,0.66529737,1,,,1479425654719899204.jpg,"(0.24, 0.95]",9
466,1.48e+18,-0.017368077,0,,,1479425464486686174.jpg,"(-0.0419, -0.0105]",3
4507,1.48e+18,0.029670598,0,,,1479425666571939633.jpg,"(0.0197, 0.0492]",6
8,1.48e+18,-0.023136996,0,,,1479425441582725165.jpg,"(-0.0419, -0.0105]",3
2931,1.48e+18,0.066322513,1,,,1479425587758234186.jpg,"(0.0492, 0.104]",7
3943,1.48e+18,-0.020943951,0,,,1479425638367047457.jpg,"(-0.0419, -0.0105]",3
2167,1.48e+18,0.0,0,,,1479425549551537112.jpg,"(-0.0105, 0.00366]",4
3379,1.48e+18,-0.129206733,1,,,1479425610162222435.jpg,"(-0.248, -0.0977]",1
2321,1.48e+18,0.027925268,0,,,1479425557252844385.jpg,"(0.0197, 0.0492]",6
1033,1.48e+18,0.001745329,1,,,1479425492841584321.jpg,"(-0.0105, 0.00366]",4
4150,1.48e+18,-0.032439185,0,,,1479425648718820193.jpg,"(-0.0419, -0.0105]",3
2855,1.48e+18,0.12042772,1,,,1479425583957567298.jpg,"(0.104, 0.24]",8
5525,1.48e+18,-0.102784559,1,,,1479425717480973422.jpg,"(-0.248, -0.0977]",1
628,1.48e+18,0.003947293,0,,,1479425472588142940.jpg,"(0.00366, 0.0197]",5
4460,1.48e+18,0.004813852,0,,,1479425664221519630.jpg,"(0.00366, 0.0197]",5
2256,1.48e+18,0.123918377,1,,,1479425554002349647.jpg,"(0.104, 0.24]",8
5176,1.48e+18,0.002977896,1,,,1479425700027813675.jpg,"(-0.0105, 0.00366]",4
5597,1.48e+18,-0.086592357,1,,,1479425721081455633.jpg,"(-0.0977, -0.0419]",2
5288,1.48e+18,0.010471975,1,,,1479425705628769026.jpg,"(0.00366, 0.0197]",5
1221,1.48e+18,0.11082454,0,,,1479425502243241339.jpg,"(0.104, 0.24]",8
2901,1.48e+18,0.06981317,0,,,1479425586258004740.jpg,"(0.0492, 0.104]",7
2795,1.48e+18,0.196101786,0,,,1479425580957015791.jpg,"(0.104, 0.24]",8
4822,1.48e+18,-0.003244685,0,,,1479425682324747702.jpg,"(-0.0105, 0.00366]",4
1371,1.48e+18,-0.306143621,0,,,1479425509744545074.jpg,"(-0.879, -0.248]",0
3680,1.48e+18,0.16406095,1,,,1479425625214744875.jpg,"(0.104, 0.24]",8
2276,1.48e+18,0.071558498,1,,,1479425555002461555.jpg,"(0.0492, 0.104]",7
4639,1.48e+18,0.027925268,0,,,1479425673173207150.jpg,"(0.0197, 0.0492]",6
2427,1.48e+18,0.017453292,1,,,1479425562553771532.jpg,"(0.00366, 0.0197]",5
1781,1.48e+18,-0.07679449,0,,,1479425530248156731.jpg,"(-0.0977, -0.0419]",2
3409,1.48e+18,-0.376991123,1,,,1479425611662349837.jpg,"(-0.879, -0.248]",0
2372,1.48e+18,0.022689281,1,,,1479425559803311817.jpg,"(0.0197, 0.0492]",6
152,1.48e+18,-0.024434609,0,,,1479425448783845387.jpg,"(-0.0419, -0.0105]",3
3285,1.48e+18,0.4898051,1,,,1479425605461338636.jpg,"(0.24, 0.95]",9
3037,1.48e+18,0.119206279,1,,,1479425593059192857.jpg,"(0.104, 0.24]",8
741,1.48e+18,-0.310601723,0,,,1479425478239012125.jpg,"(-0.879, -0.248]",0
4371,1.48e+18,-0.450280404,1,,,1479425659770742929.jpg,"(-0.879, -0.248]",0
3942,1.48e+18,-0.022689281,0,,,1479425638317006449.jpg,"(-0.0419, -0.0105]",3
4849,1.48e+18,-0.107428901,0,,,1479425683675021152.jpg,"(-0.248, -0.0977]",1
3280,1.48e+18,0.546288073,1,,,1479425605211960461.jpg,"(0.24, 0.95]",9
2650,1.48e+18,-0.389208436,1,,,1479425573705792136.jpg,"(-0.879, -0.248]",0
2627,1.48e+18,-0.237628677,1,,,1479425572555573927.jpg,"(-0.248, -0.0977]",1
1279,1.48e+18,-0.336848557,1,,,1479425505143783201.jpg,"(-0.879, -0.248]",0
5045,1.48e+18,-0.008726646,0,,,1479425693476676735.jpg,"(-0.0105, 0.00366]",4
5410,1.48e+18,-0.04332152,0,,,1479425711729837417.jpg,"(-0.0977, -0.0419]",2
889,1.48e+18,-0.059341196,1,,,1479425485640385310.jpg,"(-0.0977, -0.0419]",2
58,1.48e+18,-0.019198623,1,,,1479425444083198332.jpg,"(-0.0419, -0.0105]",3
4731,1.48e+18,0.089011788,0,,,1479425677773976957.jpg,"(0.0492, 0.104]",7
1966,1.48e+18,-0.256288583,1,,,1479425539499788184.jpg,"(-0.879, -0.248]",0
1202,1.48e+18,0.068524606,0,,,1479425501293081275.jpg,"(0.0492, 0.104]",7
3332,1.48e+18,0.301319227,1,,,1479425607811686938.jpg,"(0.24, 0.95]",9
228,1.48e+18,0.042625338,1,,,1479425452584569515.jpg,"(0.0197, 0.0492]",6
1184,1.48e+18,0.263881049,0,,,1479425500392944709.jpg,"(0.24, 0.95]",9
708,1.48e+18,-0.033850589,1,,,1479425476588728563.jpg,"(-0.0419, -0.0105]",3
3494,1.48e+18,0.28764661,0,,,1479425615913025094.jpg,"(0.24, 0.95]",9
4583,1.48e+18,-0.011428825,1,,,1479425670372662371.jpg,"(-0.0419, -0.0105]",3
5582,1.48e+18,-0.109365766,0,,,1479425720331302374.jpg,"(-0.248, -0.0977]",1
187,1.48e+18,0.015707964,0,,,1479425450534184818.jpg,"(0.00366, 0.0197]",5
3896,1.48e+18,-0.056023793,0,,,1479425636016625439.jpg,"(-0.0977, -0.0419]",2
4349,1.48e+18,-0.358372651,1,,,1479425658670526738.jpg,"(-0.879, -0.248]",0
2693,1.48e+18,-0.035613843,1,,,1479425575856158996.jpg,"(-0.0419, -0.0105]",3
4569,1.48e+18,0.022689281,1,,,1479425669672585792.jpg,"(0.0197, 0.0492]",6
3047,1.48e+18,0.123918377,0,,,1479425593559218669.jpg,"(0.104, 0.24]",8
1647,1.48e+18,0.019198623,1,,,1479425523546935140.jpg,"(0.00366, 0.0197]",5
5499,1.48e+18,-0.125663713,0,,,1479425716180631063.jpg,"(-0.248, -0.0977]",1
3069,1.48e+18,0.317338354,1,,,1479425594659406062.jpg,"(0.24, 0.95]",9
1520,1.48e+18,-0.003490658,0,,,1479425517195817392.jpg,"(-0.0105, 0.00366]",4
3787,1.48e+18,0.068067841,1,,,1479425630565700408.jpg,"(0.0492, 0.104]",7
2707,1.48e+18,0.062831856,0,,,1479425576556250969.jpg,"(0.0492, 0.104]",7
716,1.48e+18,-0.008255272,1,,,1479425476988807753.jpg,"(-0.0105, 0.00366]",4
703,1.48e+18,-0.071558498,0,,,1479425476338673200.jpg,"(-0.0977, -0.0419]",2
4422,1.48e+18,-0.122173049,0,,,1479425662321181450.jpg,"(-0.248, -0.0977]",1
5284,1.48e+18,0.011710142,1,,,1479425705428678494.jpg,"(0.00366, 0.0197]",5
519,1.48e+18,0.188339065,1,,,1479425467137030932.jpg,"(0.104, 0.24]",8
4325,1.48e+18,-0.006234692,1,,,1479425657470407883.jpg,"(-0.0105, 0.00366]",4
2796,1.48e+18,0.19024089,0,,,1479425581007100396.jpg,"(0.104, 0.24]",8
669,1.48e+18,0.008726646,1,,,1479425474638458150.jpg,"(0.00366, 0.0197]",5
3719,1.48e+18,0.078539819,0,,,1479425627165102098.jpg,"(0.0492, 0.104]",7
1239,1.48e+18,-0.038745378,0,,,1479425503143448279.jpg,"(-0.0419, -0.0105]",3
1561,1.48e+18,-0.018397701,1,,,1479425519246305767.jpg,"(-0.0419, -0.0105]",3
4004,1.48e+18,-0.052836587,1,,,1479425641417569382.jpg,"(-0.0977, -0.0419]",2
1762,1.48e+18,0.120016218,1,,,1479425529297942428.jpg,"(0.104, 0.24]",8
2117,1.48e+18,0.027925268,0,,,1479425547051026985.jpg,"(0.0197, 0.0492]",6
1999,1.48e+18,0.108600763,1,,,1479425541150119020.jpg,"(0.104, 0.24]",8
3692,1.48e+18,0.105276977,1,,,1479425625814823076.jpg,"(0.104, 0.24]",8
636,1.48e+18,-0.01548485,1,,,1479425472988233929.jpg,"(-0.0419, -0.0105]",3
2060,1.48e+18,0.071558498,1,,,1479425544200618773.jpg,"(0.0492, 0.104]",7
1899,1.48e+18,-0.118335987,1,,,1479425536149137963.jpg,"(-0.248, -0.0977]",1
3731,1.48e+18,0.053504084,0,,,1479425627765171926.jpg,"(0.0492, 0.104]",7
3393,1.48e+18,-0.303164053,0,,,1479425610862219684.jpg,"(-0.879, -0.248]",0
1559,1.48e+18,0.0,0,,,1479425519146208459.jpg,"(-0.0105, 0.00366]",4
897,1.48e+18,-0.056916929,1,,,1479425486040369175.jpg,"(-0.0977, -0.0419]",2
4693,1.48e+18,0.080285147,1,,,1479425675873587755.jpg,"(0.0492, 0.104]",7
1979,1.48e+18,-0.219911486,1,,,1479425540149925565.jpg,"(-0.248, -0.0977]",1
1485,1.48e+18,-0.003490658,1,,,1479425515445577163.jpg,"(-0.0105, 0.00366]",4
5480,1.48e+18,-0.097738437,1,,,1479425715230521220.jpg,"(-0.248, -0.0977]",1
5589,1.48e+18,-0.090757124,1,,,1479425720681517212.jpg,"(-0.0977, -0.0419]",2
3715,1.48e+18,0.080285147,1,,,1479425626965160325.jpg,"(0.0492, 0.104]",7
1366,1.48e+18,-0.288389531,1,,,1479425509494509691.jpg,"(-0.879, -0.248]",0
3440,1.48e+18,-0.10504347,1,,,1479425613212585522.jpg,"(-0.248, -0.0977]",1
216,1.48e+18,-0.024692049,0,,,1479425451984403693.jpg,"(-0.0419, -0.0105]",3
2222,1.48e+18,0.249582082,0,,,1479425552301957624.jpg,"(0.24, 0.95]",9
1389,1.48e+18,-0.216971662,0,,,1479425510644814523.jpg,"(-0.248, -0.0977]",1
4008,1.48e+18,-0.075265921,0,,,1479425641617602621.jpg,"(-0.0977, -0.0419]",2
2886,1.48e+18,0.019198623,0,,,1479425585507863373.jpg,"(0.00366, 0.0197]",5
4009,1.48e+18,-0.07679449,0,,,1479425641667642133.jpg,"(-0.0977, -0.0419]",2
775,1.48e+18,-0.126951624,1,,,1479425479939325347.jpg,"(-0.248, -0.0977]",1
2861,1.48e+18,0.125663713,0,,,1479425584257612374.jpg,"(0.104, 0.24]",8
1650,1.48e+18,0.02799707,1,,,1479425523696922554.jpg,"(0.0197, 0.0492]",6
5485,1.48e+18,-0.106534989,1,,,1479425715480567071.jpg,"(-0.248, -0.0977]",1
3565,1.48e+18,-0.58659378,0,,,1479425619463803648.jpg,"(-0.879, -0.248]",0
3189,1.48e+18,-0.289535978,0,,,1479425600660419860.jpg,"(-0.879, -0.248]",0
3797,1.48e+18,0.068067841,1,,,1479425631065746969.jpg,"(0.0492, 0.104]",7
5486,1.48e+18,-0.108210415,0,,,1479425715530592400.jpg,"(-0.248, -0.0977]",1
1615,1.48e+18,-0.022124288,0,,,1479425521946659767.jpg,"(-0.0419, -0.0105]",3
4302,1.48e+18,0.050490954,0,,,1479425656320201479.jpg,"(0.0492, 0.104]",7
3993,1.48e+18,0.006981317,0,,,1479425640867582080.jpg,"(0.00366, 0.0197]",5
735,1.48e+18,-0.328183376,0,,,1479425477938965840.jpg,"(-0.879, -0.248]",0
2912,1.48e+18,0.026963314,1,,,1479425586808125217.jpg,"(0.0197, 0.0492]",6
3264,1.48e+18,0.448131955,1,,,1479425604411111716.jpg,"(0.24, 0.95]",9
3518,1.48e+18,-0.17786828,0,,,1479425617113295838.jpg,"(-0.248, -0.0977]",1
2702,1.48e+18,0.040380252,0,,,1479425576306253222.jpg,"(0.0197, 0.0492]",6
4344,1.48e+18,-0.30792384,0,,,1479425658420571465.jpg,"(-0.879, -0.248]",0
5244,1.48e+18,0.013962634,0,,,1479425703428386568.jpg,"(0.00366, 0.0197]",5
2995,1.48e+18,0.064577185,1,,,1479425590958798127.jpg,"(0.0492, 0.104]",7
1725,1.48e+18,0.137881011,1,,,1479425527447686387.jpg,"(0.104, 0.24]",8
3841,1.48e+18,0.083334754,0,,,1479425633266057137.jpg,"(0.0492, 0.104]",7
2944,1.48e+18,0.061086524,0,,,1479425588408371198.jpg,"(0.0492, 0.104]",7
5375,1.48e+18,0.003490658,0,,,1479425709979551445.jpg,"(-0.0105, 0.00366]",4
4142,1.48e+18,-0.045378562,0,,,1479425648318780490.jpg,"(-0.0977, -0.0419]",2
898,1.48e+18,-0.054105207,1,,,1479425486090379225.jpg,"(-0.0977, -0.0419]",2
1238,1.48e+18,-0.032827828,1,,,1479425503093395746.jpg,"(-0.0419, -0.0105]",3
146,1.48e+18,-0.024434609,0,,,1479425448483793143.jpg,"(-0.0419, -0.0105]",3
2553,1.48e+18,0.003490658,0,,,1479425568854864102.jpg,"(-0.0105, 0.00366]",4
480,1.48e+18,0.13806434,0,,,1479425465186824434.jpg,"(0.104, 0.24]",8
2410,1.48e+18,0.024434609,1,,,1479425561703602217.jpg,"(0.0197, 0.0492]",6
915,1.48e+18,0.150043582,1,,,1479425486940537589.jpg,"(0.104, 0.24]",8
5443,1.48e+18,-0.082369652,1,,,1479425713380103832.jpg,"(-0.0977, -0.0419]",2
950,1.48e+18,0.504066349,1,,,1479425488690993333.jpg,"(0.24, 0.95]",9
5085,1.48e+18,0.022875727,0,,,1479425695477044236.jpg,"(0.0197, 0.0492]",6
691,1.48e+18,0.002292988,1,,,1479425475738621943.jpg,"(-0.0105, 0.00366]",4
777,1.48e+18,-0.077881676,0,,,1479425480039306009.jpg,"(-0.0977, -0.0419]",2
895,1.48e+18,-0.059341196,1,,,1479425485940389308.jpg,"(-0.0977, -0.0419]",2
3778,1.48e+18,0.045378562,1,,,1479425630115639111.jpg,"(0.0197, 0.0492]",6
5311,1.48e+18,0.039613083,0,,,1479425706778977181.jpg,"(0.0197, 0.0492]",6
4407,1.48e+18,-0.469082466,1,,,1479425661571159423.jpg,"(-0.879, -0.248]",0
253,1.48e+18,-0.04712389,0,,,1479425453834837075.jpg,"(-0.0977, -0.0419]",2
4091,1.48e+18,-0.1558802,0,,,1479425645768364992.jpg,"(-0.248, -0.0977]",1
4131,1.48e+18,-0.030754839,1,,,1479425647768716918.jpg,"(-0.0419, -0.0105]",3
3701,1.48e+18,0.084154044,1,,,1479425626264846562.jpg,"(0.0492, 0.104]",7
2198,1.48e+18,0.134132785,0,,,1479425551101830995.jpg,"(0.104, 0.24]",8
4911,1.48e+18,0.018832004,0,,,1479425686775523118.jpg,"(0.00366, 0.0197]",5
2868,1.48e+18,0.093492366,0,,,1479425584607705685.jpg,"(0.0492, 0.104]",7
3078,1.48e+18,0.177183588,0,,,1479425595109434409.jpg,"(0.104, 0.24]",8
4502,1.48e+18,0.041887902,0,,,1479425666321901012.jpg,"(0.0197, 0.0492]",6
1452,1.48e+18,0.043997226,1,,,1479425513795230944.jpg,"(0.0197, 0.0492]",6
601,1.48e+18,0.193621838,1,,,1479425471237926467.jpg,"(0.104, 0.24]",8
2645,1.48e+18,-0.293047327,1,,,1479425573455690785.jpg,"(-0.879, -0.248]",0
607,1.48e+18,0.137915629,0,,,1479425471537881702.jpg,"(0.104, 0.24]",8
